customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,SeniorCitizen,churn,avg_charge
CUST100299,1,123.26,133.13,Month-to-month,Fiber optic,Credit card,Male,No,1,133.13
CUST100300,0,34.19,25.92,Month-to-month,DSL,Electronic check,Female,No,1,25.92
CUST100301,9,97.57,855.99,Month-to-month,No,Credit card,Female,No,1,95.11
CUST100302,9,100.02,892.87,Month-to-month,Fiber optic,Mailed check,Female,No,1,99.20777777777778
CUST100303,12,49.88,595.53,Month-to-month,No,Bank transfer,Female,No,1,49.6275
CUST100304,15,111.77,1648.63,One year,Fiber optic,Credit card,Female,No,1,109.90866666666668
CUST100305,44,62.5,2761.83,Two year,No,Electronic check,Male,No,1,62.76886363636363
CUST100306,8,78.66,614.8,Month-to-month,DSL,Bank transfer,Male,No,1,76.85
CUST100307,4,77.81,307.33,Month-to-month,DSL,Electronic check,Male,No,1,76.8325
CUST100308,19,65.97,1244.39,Month-to-month,No,Mailed check,Female,No,1,65.4942105263158
CUST100309,3,94.32,267.17,Month-to-month,DSL,Credit card,Male,No,0,89.05666666666667
CUST100310,6,93.8,562.66,Month-to-month,DSL,Bank transfer,Female,Yes,0,93.77666666666666
CUST100311,0,17.54,-4.31,One year,Fiber optic,Mailed check,Male,No,1,-4.31
CUST100312,0,109.13,-7.44,Two year,No,Credit card,Female,Yes,0,-7.44
CUST100313,39,20.13,770.5,Two year,DSL,Credit card,Female,No,0,19.756410256410255
CUST100314,21,100.98,2126.97,Month-to-month,No,Electronic check,Male,No,1,101.2842857142857
CUST100315,14,103.8,1486.27,Two year,Fiber optic,Electronic check,Male,No,1,106.16214285714285
CUST100316,6,37.27,226.42,One year,Fiber optic,Mailed check,Male,No,1,37.736666666666665
CUST100317,2,57.68,135.28,Month-to-month,No,Electronic check,Male,No,1,67.64
CUST100318,2,36.83,45.86,Month-to-month,Fiber optic,Mailed check,Female,No,1,22.93
CUST100319,3,63.55,193.81,One year,DSL,Mailed check,Male,No,0,64.60333333333334
CUST100320,9,60.76,524.89,Month-to-month,DSL,Mailed check,Female,No,1,58.32111111111111
CUST100321,15,93.39,1371.31,Month-to-month,Fiber optic,Electronic check,Male,No,1,91.42066666666666
CUST100322,12,109.31,1296.93,Month-to-month,Fiber optic,Bank transfer,Male,No,1,108.0775
CUST100323,3,111.87,359.45,Month-to-month,No,Mailed check,Male,No,1,119.81666666666666
CUST100324,37,53.13,1984.81,Month-to-month,Fiber optic,Bank transfer,Male,No,1,53.64351351351351
CUST100325,16,63.72,1024.38,Two year,Fiber optic,Credit card,Male,No,1,64.02375
CUST100326,9,19.5,144.85,One year,Fiber optic,Electronic check,Female,No,0,16.094444444444445
CUST100327,11,45.82,500.09,One year,DSL,Electronic check,Male,No,0,45.46272727272727
CUST100328,6,98.95,599.73,Month-to-month,DSL,Bank transfer,Female,Yes,1,99.955
CUST100329,3,118.47,358.92,One year,No,Credit card,Male,No,0,119.64
CUST100330,5,32.97,127.97,Month-to-month,DSL,Credit card,Female,No,0,25.594
CUST100331,17,52.23,870.1,Month-to-month,DSL,Mailed check,Male,No,0,51.182352941176475
CUST100332,0,69.21,-1.28,Month-to-month,Fiber optic,Electronic check,Male,No,1,-1.28
CUST100333,1,78.4,89.13,Month-to-month,Fiber optic,Credit card,Male,No,1,89.13
CUST100334,0,45.71,-43.92,Month-to-month,No,Credit card,Female,No,1,-43.92
CUST100335,0,82.72,-3.24,Month-to-month,DSL,Mailed check,Female,No,0,-3.24
CUST100336,23,55.78,1285.8,Month-to-month,DSL,Mailed check,Male,Yes,0,55.904347826086955
CUST100337,14,69.57,990.97,Month-to-month,DSL,Bank transfer,Male,No,1,70.78357142857143
CUST100338,7,86.39,618.59,Two year,Fiber optic,Electronic check,Male,No,1,88.37
CUST100339,1,70.19,81.84,Month-to-month,Fiber optic,Credit card,Female,No,1,81.84
CUST100340,8,56.91,439.28,One year,Fiber optic,Bank transfer,Male,No,0,54.91
CUST100341,7,66.71,428.81,Month-to-month,No,Electronic check,Female,No,1,61.25857142857143
CUST100342,2,67.35,126.84,Month-to-month,No,Bank transfer,Male,No,1,63.42
CUST100343,6,58.9,373.43,Two year,DSL,Electronic check,Female,No,0,62.23833333333334
CUST100344,6,62.24,401.31,Month-to-month,Fiber optic,Electronic check,Female,No,1,66.885
CUST100345,11,117.96,1311.77,Month-to-month,Fiber optic,Credit card,Female,No,1,119.25181818181818
CUST100346,12,86.83,1050.55,One year,No,Electronic check,Male,Yes,0,87.54583333333333
CUST100347,0,61.14,7.59,Month-to-month,No,Mailed check,Female,No,1,7.59
CUST100348,5,90.91,443.43,One year,DSL,Credit card,Male,No,1,88.686
CUST100349,11,59.99,657.29,Month-to-month,Fiber optic,Mailed check,Female,No,1,59.75363636363636
CUST100350,8,105.19,874.9,Month-to-month,Fiber optic,Bank transfer,Male,Yes,1,109.3625
CUST100351,23,81.09,1846.22,Month-to-month,DSL,Bank transfer,Female,No,0,80.2704347826087
CUST100352,12,66.78,833.66,Month-to-month,DSL,Electronic check,Female,No,1,69.47166666666666
CUST100353,2,83.43,160.42,Two year,Fiber optic,Electronic check,Male,No,1,80.21
CUST100354,0,22.87,26.51,One year,Fiber optic,Mailed check,Male,Yes,1,26.51
CUST100355,12,36.2,406.26,Month-to-month,DSL,Mailed check,Female,Yes,0,33.855
CUST100356,0,34.18,11.72,Month-to-month,Fiber optic,Mailed check,Female,No,1,11.72
CUST100357,10,74.29,728.16,One year,DSL,Bank transfer,Male,No,0,72.816
CUST100358,33,121.98,3997.03,Month-to-month,Fiber optic,Mailed check,Female,No,1,121.12212121212121
CUST100359,10,136.94,1373.77,Month-to-month,DSL,Credit card,Female,No,0,137.377
CUST100360,5,89.14,465.89,Month-to-month,DSL,Credit card,Male,No,1,93.178
CUST100361,12,85.03,1003.46,Month-to-month,Fiber optic,Bank transfer,Male,No,1,83.62166666666667
CUST100362,7,15.97,81.81,One year,DSL,Mailed check,Male,No,1,11.687142857142858
CUST100363,9,53.72,481.64,Two year,Fiber optic,Mailed check,Female,No,0,53.51555555555555
CUST100364,34,46.37,1574.83,Month-to-month,DSL,Electronic check,Female,No,1,46.3185294117647
CUST100365,5,51.37,267.82,Month-to-month,Fiber optic,Credit card,Female,No,1,53.564
CUST100366,38,64.96,2487.47,Month-to-month,DSL,Bank transfer,Male,No,1,65.45973684210526
CUST100367,28,55.84,1562.33,Month-to-month,Fiber optic,Mailed check,Female,No,0,55.7975
CUST100368,2,10.62,58.35,Month-to-month,Fiber optic,Electronic check,Male,Yes,1,29.175
CUST100369,0,92.44,4.48,One year,DSL,Bank transfer,Male,No,1,4.48
CUST100370,1,37.82,30.89,Month-to-month,Fiber optic,Bank transfer,Female,No,1,30.89
CUST100371,0,77.18,-32.23,Month-to-month,DSL,Credit card,Male,No,1,-32.23
CUST100372,1,132.22,126.97,Month-to-month,Fiber optic,Mailed check,Female,Yes,0,126.97
CUST100373,13,42.42,544.73,Month-to-month,DSL,Bank transfer,Male,No,0,41.902307692307694
CUST100374,0,10.0,19.21,Month-to-month,Fiber optic,Electronic check,Male,No,1,19.21
CUST100375,4,61.42,254.93,One year,Fiber optic,Electronic check,Male,No,1,63.7325
CUST100376,22,103.03,2243.07,Month-to-month,No,Bank transfer,Female,No,0,101.95772727272728
CUST100377,0,128.75,3.45,One year,Fiber optic,Electronic check,Male,No,0,3.45
CUST100378,20,33.11,675.63,Month-to-month,Fiber optic,Bank transfer,Female,No,1,33.7815
CUST100379,3,84.9,285.26,Month-to-month,Fiber optic,Electronic check,Male,No,1,95.08666666666666
CUST100380,1,56.04,73.79,Month-to-month,No,Bank transfer,Male,No,1,73.79
CUST100381,14,66.82,950.7,Month-to-month,Fiber optic,Bank transfer,Male,No,1,67.90714285714286
CUST100382,11,149.33,1643.83,Month-to-month,DSL,Bank transfer,Female,No,1,149.4390909090909
CUST100383,25,24.91,630.52,Month-to-month,No,Electronic check,Female,No,1,25.2208
CUST100384,15,77.61,1189.14,One year,Fiber optic,Bank transfer,Female,No,1,79.27600000000001
CUST100385,19,84.03,1569.91,One year,No,Credit card,Female,No,0,82.62684210526317
CUST100386,3,102.57,300.72,Month-to-month,No,Bank transfer,Female,Yes,1,100.24000000000001
CUST100387,2,72.94,130.43,Month-to-month,DSL,Mailed check,Male,No,1,65.215
CUST100388,16,79.24,1275.42,Month-to-month,Fiber optic,Mailed check,Male,No,0,79.71375
CUST100389,19,58.25,1131.35,Month-to-month,DSL,Credit card,Female,No,0,59.54473684210526
CUST100390,55,78.07,4281.91,Month-to-month,DSL,Bank transfer,Female,No,1,77.8529090909091
CUST100391,6,59.7,310.39,Two year,DSL,Mailed check,Female,No,1,51.73166666666666
CUST100392,5,88.65,435.01,Month-to-month,Fiber optic,Bank transfer,Female,No,0,87.002
CUST100393,17,58.91,1019.74,Month-to-month,DSL,Mailed check,Male,No,0,59.98470588235294
CUST100394,5,81.31,417.3,Month-to-month,DSL,Electronic check,Female,No,1,83.46000000000001
CUST100395,32,69.12,2220.4,Month-to-month,Fiber optic,Electronic check,Female,No,0,69.3875
CUST100396,23,103.78,2381.34,One year,DSL,Credit card,Female,No,1,103.53652173913044
CUST100397,6,68.46,385.18,Month-to-month,DSL,Credit card,Female,No,0,64.19666666666667
CUST100398,16,16.81,279.27,Month-to-month,DSL,Bank transfer,Male,No,1,17.454375
CUST100399,16,107.86,1709.07,One year,Fiber optic,Credit card,Male,No,1,106.816875
CUST100400,1,42.83,86.51,Month-to-month,Fiber optic,Bank transfer,Female,No,1,86.51
CUST100401,27,50.39,1371.94,One year,DSL,Electronic check,Male,No,1,50.812592592592594
CUST100402,8,52.13,405.43,Month-to-month,No,Electronic check,Male,No,1,50.67875
CUST100403,21,111.23,2323.6,Month-to-month,Fiber optic,Mailed check,Female,No,0,110.64761904761905
CUST100404,4,10.0,38.14,One year,DSL,Bank transfer,Female,No,0,9.535
CUST100405,27,164.13,4426.72,Month-to-month,DSL,Electronic check,Male,No,1,163.9525925925926
CUST100406,5,101.68,530.74,Month-to-month,Fiber optic,Electronic check,Male,No,1,106.148
CUST100407,0,76.7,3.73,Month-to-month,Fiber optic,Bank transfer,Male,No,1,3.73
CUST100408,28,68.35,1899.17,Month-to-month,DSL,Mailed check,Male,No,1,67.8275
CUST100409,1,78.57,116.38,One year,DSL,Mailed check,Male,No,0,116.38
CUST100410,4,85.63,343.51,Two year,No,Mailed check,Female,No,1,85.8775
CUST100411,35,89.36,3142.98,Two year,DSL,Mailed check,Male,No,0,89.79942857142858
CUST100412,36,86.67,3107.96,One year,Fiber optic,Electronic check,Male,Yes,0,86.33222222222223
CUST100413,10,72.69,734.16,Month-to-month,No,Bank transfer,Male,Yes,1,73.416
CUST100414,11,64.08,711.1,Month-to-month,Fiber optic,Bank transfer,Male,No,1,64.64545454545454
CUST100415,7,65.46,420.43,Month-to-month,DSL,Electronic check,Male,No,1,60.06142857142857
CUST100416,4,64.15,296.91,Month-to-month,Fiber optic,Electronic check,Male,No,1,74.2275
CUST100417,4,104.01,441.85,Month-to-month,DSL,Electronic check,Male,No,0,110.4625
CUST100418,13,87.81,1133.59,Two year,Fiber optic,Credit card,Male,No,1,87.19923076923077
CUST100419,16,10.0,137.95,Month-to-month,Fiber optic,Bank transfer,Female,No,1,8.621875
CUST100420,18,89.68,1621.19,Month-to-month,No,Bank transfer,Female,No,0,90.06611111111111
CUST100421,18,75.84,1366.85,Month-to-month,No,Bank transfer,Male,No,1,75.9361111111111
CUST100422,1,69.44,76.55,One year,No,Mailed check,Female,No,0,76.55
CUST100423,8,58.34,470.55,One year,No,Electronic check,Female,No,1,58.81875
CUST100424,0,103.72,10.12,One year,Fiber optic,Electronic check,Female,No,1,10.12
CUST100425,9,98.43,914.82,Month-to-month,Fiber optic,Electronic check,Female,No,0,101.64666666666668
CUST100426,6,46.81,292.22,One year,Fiber optic,Credit card,Female,No,0,48.70333333333334
CUST100427,26,82.21,2116.47,Month-to-month,Fiber optic,Bank transfer,Female,No,1,81.4026923076923
CUST100428,5,40.85,231.5,Two year,No,Electronic check,Male,No,1,46.3
CUST100429,1,28.61,61.42,Month-to-month,DSL,Credit card,Male,No,0,61.42
CUST100430,1,51.2,114.24,Month-to-month,No,Electronic check,Female,No,1,114.24
CUST100431,17,95.87,1607.32,Month-to-month,No,Mailed check,Male,Yes,1,94.54823529411765
CUST100432,11,98.59,1089.35,One year,No,Bank transfer,Female,Yes,0,99.03181818181817
CUST100433,1,85.39,43.75,Month-to-month,No,Credit card,Male,No,1,43.75
CUST100434,1,91.75,102.81,Two year,DSL,Electronic check,Male,No,0,102.81
CUST100435,14,85.49,1185.9,Month-to-month,DSL,Bank transfer,Male,No,0,84.70714285714287
CUST100436,0,50.76,38.47,Month-to-month,DSL,Credit card,Female,No,0,38.47
CUST100437,20,82.96,1643.71,Month-to-month,DSL,Bank transfer,Male,Yes,0,82.1855
CUST100438,14,94.01,1282.36,Month-to-month,Fiber optic,Bank transfer,Male,No,1,91.59714285714286
CUST100439,1,92.63,83.2,Month-to-month,No,Mailed check,Female,Yes,1,83.2
CUST100440,1,105.67,66.16,Month-to-month,No,Bank transfer,Female,No,1,66.16
CUST100441,51,91.25,4668.77,One year,Fiber optic,Credit card,Male,No,0,91.54450980392157
CUST100442,5,80.54,361.4,Month-to-month,DSL,Bank transfer,Female,No,0,72.28
CUST100443,5,102.1,511.07,Two year,DSL,Credit card,Male,No,1,102.214
CUST100444,20,69.2,1342.44,Month-to-month,DSL,Bank transfer,Male,No,1,67.122
CUST100445,35,43.54,1517.49,One year,Fiber optic,Electronic check,Female,No,0,43.356857142857145
CUST100446,51,65.11,3353.48,Month-to-month,Fiber optic,Mailed check,Female,No,0,65.75450980392156
CUST100447,16,47.65,769.61,Month-to-month,DSL,Electronic check,Male,No,1,48.100625
CUST100448,5,49.74,231.43,Month-to-month,DSL,Mailed check,Female,No,1,46.286
CUST100449,1,65.66,65.04,Month-to-month,DSL,Credit card,Male,No,0,65.04
CUST100450,18,46.23,832.5,Two year,Fiber optic,Mailed check,Female,No,0,46.25
CUST100451,9,60.76,556.29,Month-to-month,Fiber optic,Bank transfer,Female,No,0,61.809999999999995
CUST100452,6,13.19,51.8,Month-to-month,Fiber optic,Bank transfer,Female,No,1,8.633333333333333
CUST100453,28,76.4,2151.05,Two year,Fiber optic,Electronic check,Female,Yes,0,76.82321428571429
CUST100454,1,70.04,15.95,Month-to-month,No,Mailed check,Female,No,1,15.95
CUST100455,8,45.49,351.32,One year,DSL,Credit card,Male,No,0,43.915
CUST100456,0,89.78,-9.77,Month-to-month,Fiber optic,Credit card,Male,No,1,-9.77
CUST100457,7,98.13,699.58,One year,Fiber optic,Bank transfer,Male,No,1,99.94000000000001
CUST100458,0,21.77,0.45,Month-to-month,Fiber optic,Credit card,Female,No,1,0.45
CUST100459,1,47.12,19.01,Month-to-month,No,Bank transfer,Male,Yes,1,19.01
CUST100460,1,46.93,27.23,Month-to-month,Fiber optic,Bank transfer,Male,No,1,27.23
CUST100461,12,41.8,505.57,Two year,Fiber optic,Bank transfer,Female,No,0,42.130833333333335
CUST100462,16,94.88,1516.5,Month-to-month,DSL,Electronic check,Female,No,1,94.78125
CUST100463,10,64.19,630.32,Month-to-month,Fiber optic,Electronic check,Female,No,0,63.032000000000004
CUST100464,39,62.06,2410.72,One year,DSL,Bank transfer,Male,No,0,61.813333333333325
CUST100465,5,10.0,63.92,Two year,DSL,Bank transfer,Male,No,0,12.784
CUST100466,4,89.06,345.89,One year,Fiber optic,Bank transfer,Female,No,0,86.4725
CUST100467,24,32.82,785.92,Two year,Fiber optic,Credit card,Male,No,0,32.74666666666666
CUST100468,3,71.8,258.8,Month-to-month,DSL,Bank transfer,Male,No,1,86.26666666666667
CUST100469,39,78.32,3026.01,Month-to-month,Fiber optic,Bank transfer,Female,No,0,77.59
CUST100470,0,110.82,-37.04,One year,Fiber optic,Mailed check,Male,Yes,0,-37.04
CUST100471,42,30.74,1306.75,One year,DSL,Mailed check,Female,No,1,31.113095238095237
CUST100472,0,10.0,-13.57,Month-to-month,Fiber optic,Mailed check,Male,No,0,-13.57
CUST100473,26,75.52,1957.16,Month-to-month,Fiber optic,Mailed check,Female,No,0,75.27538461538462
CUST100474,9,124.02,1100.56,One year,Fiber optic,Bank transfer,Male,No,1,122.28444444444443
CUST100475,59,107.17,6317.83,Month-to-month,Fiber optic,Mailed check,Male,No,0,107.08186440677966
CUST100476,0,76.29,31.97,Month-to-month,DSL,Credit card,Female,No,0,31.97
CUST100477,9,55.25,513.29,Month-to-month,Fiber optic,Credit card,Female,No,1,57.03222222222222
CUST100478,41,94.21,3879.85,Month-to-month,No,Mailed check,Female,No,0,94.63048780487804
CUST100479,8,40.79,298.0,One year,Fiber optic,Electronic check,Female,No,0,37.25
CUST100480,11,84.29,904.17,Month-to-month,DSL,Credit card,Male,No,1,82.19727272727272
CUST100481,14,85.16,1135.46,One year,Fiber optic,Credit card,Female,No,1,81.10428571428572
CUST100482,7,101.81,696.48,Month-to-month,No,Mailed check,Female,No,0,99.49714285714286
CUST100483,11,152.79,1699.82,Month-to-month,DSL,Mailed check,Female,No,0,154.5290909090909
CUST100484,10,81.77,828.04,One year,No,Bank transfer,Female,No,0,82.804
CUST100485,27,54.73,1473.28,Month-to-month,No,Credit card,Female,Yes,1,54.565925925925924
CUST100486,0,69.23,-0.45,Month-to-month,DSL,Mailed check,Male,No,1,-0.45
CUST100487,3,16.93,37.01,Month-to-month,No,Mailed check,Female,No,0,12.336666666666666
CUST100488,36,49.16,1773.86,Month-to-month,Fiber optic,Bank transfer,Female,No,1,49.273888888888884
CUST100489,26,57.72,1516.04,Month-to-month,No,Credit card,Female,No,0,58.309230769230766
CUST100490,7,54.28,347.64,One year,Fiber optic,Mailed check,Male,No,0,49.66285714285714
CUST100491,11,74.57,826.26,One year,Fiber optic,Bank transfer,Male,No,0,75.11454545454545
CUST100492,3,45.33,154.64,One year,Fiber optic,Mailed check,Male,No,1,51.54666666666666
CUST100493,2,103.63,198.96,Month-to-month,Fiber optic,Electronic check,Female,No,1,99.48
CUST100494,7,70.01,504.08,Month-to-month,DSL,Electronic check,Female,No,0,72.01142857142857
CUST100495,5,69.72,404.89,Month-to-month,Fiber optic,Mailed check,Male,No,1,80.978
CUST100496,10,60.16,599.51,Month-to-month,DSL,Credit card,Male,No,1,59.951
CUST100497,0,74.66,7.87,Month-to-month,DSL,Electronic check,Female,No,1,7.87
CUST100498,43,94.75,4059.49,Month-to-month,DSL,Bank transfer,Female,Yes,1,94.40674418604651
CUST100499,51,43.99,2247.12,Two year,Fiber optic,Mailed check,Female,No,0,44.06117647058824
CUST100500,14,50.26,712.85,Month-to-month,DSL,Bank transfer,Male,No,0,50.917857142857144
CUST100501,9,60.89,551.91,Month-to-month,DSL,Electronic check,Female,No,0,61.32333333333333
CUST100502,4,29.62,98.09,One year,DSL,Credit card,Female,No,0,24.5225
CUST100503,20,45.42,912.53,Month-to-month,DSL,Bank transfer,Male,No,0,45.6265
CUST100504,13,55.71,753.47,One year,Fiber optic,Electronic check,Male,No,1,57.95923076923077
CUST100505,2,96.23,201.43,One year,No,Electronic check,Male,Yes,0,100.715
CUST100506,29,77.88,2277.76,Two year,DSL,Electronic check,Female,No,0,78.54344827586208
CUST100507,20,75.81,1511.46,Month-to-month,No,Bank transfer,Male,No,0,75.57300000000001
CUST100508,35,95.53,3358.55,One year,Fiber optic,Electronic check,Male,No,0,95.95857142857143
CUST100509,15,65.88,993.79,Month-to-month,Fiber optic,Mailed check,Female,No,0,66.25266666666667
CUST100510,11,81.71,879.79,One year,Fiber optic,Electronic check,Female,No,0,79.9809090909091
CUST100511,6,66.9,407.77,Month-to-month,No,Mailed check,Male,No,0,67.96166666666666
CUST100512,32,77.96,2474.89,Month-to-month,DSL,Credit card,Female,No,1,77.3403125
CUST100513,24,52.52,1247.82,Month-to-month,Fiber optic,Mailed check,Male,No,0,51.9925
CUST100514,0,10.0,3.79,Month-to-month,Fiber optic,Credit card,Female,Yes,1,3.79
CUST100515,0,65.97,5.94,One year,Fiber optic,Credit card,Female,No,1,5.94
CUST100516,5,112.68,539.62,One year,No,Mailed check,Male,Yes,1,107.924
CUST100517,19,97.79,1879.09,One year,DSL,Credit card,Male,No,0,98.89947368421052
CUST100518,52,98.96,5157.36,Month-to-month,Fiber optic,Mailed check,Male,No,1,99.17999999999999
CUST100519,1,107.08,92.99,One year,Fiber optic,Bank transfer,Female,No,1,92.99
CUST100520,10,72.66,695.85,Month-to-month,Fiber optic,Credit card,Male,No,1,69.58500000000001
CUST100521,5,75.92,376.7,Two year,DSL,Mailed check,Female,No,0,75.34
CUST100522,42,51.47,2152.82,Two year,Fiber optic,Credit card,Female,No,0,51.25761904761905
CUST100523,22,60.52,1333.7,Month-to-month,No,Electronic check,Male,No,1,60.622727272727275
CUST100524,21,88.47,1850.61,One year,Fiber optic,Mailed check,Female,No,1,88.1242857142857
CUST100525,7,106.12,702.69,Month-to-month,No,Electronic check,Female,No,1,100.38428571428572
CUST100526,6,65.82,387.15,Month-to-month,Fiber optic,Credit card,Male,No,1,64.52499999999999
CUST100527,3,56.49,163.36,Month-to-month,DSL,Credit card,Female,Yes,1,54.45333333333334
CUST100528,0,70.02,12.67,Month-to-month,DSL,Bank transfer,Female,No,0,12.67
CUST100529,24,88.04,2099.0,One year,DSL,Mailed check,Male,No,0,87.45833333333333
CUST100530,20,26.68,567.17,Month-to-month,Fiber optic,Electronic check,Male,No,1,28.3585
CUST100531,98,10.0,941.77,Month-to-month,DSL,Bank transfer,Female,No,0,9.609897959183673
CUST100532,68,53.48,3662.86,Month-to-month,Fiber optic,Credit card,Female,No,0,53.86558823529412
CUST100533,9,33.38,295.93,One year,Fiber optic,Credit card,Female,No,1,32.88111111111111
CUST100534,17,54.76,948.11,Two year,DSL,Bank transfer,Female,No,1,55.77117647058824
CUST100535,34,65.57,2230.98,One year,DSL,Electronic check,Male,No,0,65.61705882352942
CUST100536,22,56.4,1263.59,One year,DSL,Credit card,Female,No,1,57.435909090909085
CUST100537,3,113.57,332.96,Month-to-month,Fiber optic,Credit card,Female,No,1,110.98666666666666
CUST100538,7,79.8,536.63,Month-to-month,DSL,Mailed check,Female,No,1,76.66142857142857
CUST100539,1,79.01,107.42,Month-to-month,DSL,Bank transfer,Female,No,1,107.42
CUST100540,36,88.67,3189.85,Month-to-month,No,Credit card,Male,No,1,88.60694444444444
CUST100541,11,35.84,398.67,One year,No,Electronic check,Female,Yes,1,36.24272727272727
CUST100542,3,101.17,328.21,Month-to-month,DSL,Mailed check,Male,No,1,109.40333333333332
CUST100543,13,67.73,859.85,One year,Fiber optic,Bank transfer,Male,No,0,66.1423076923077
CUST100544,11,90.11,1003.12,Month-to-month,Fiber optic,Electronic check,Male,Yes,1,91.19272727272727
CUST100545,5,37.84,177.4,Month-to-month,Fiber optic,Credit card,Male,No,1,35.480000000000004
CUST100546,1,23.39,20.75,Month-to-month,Fiber optic,Bank transfer,Male,No,1,20.75
CUST100547,13,94.54,1230.47,One year,DSL,Bank transfer,Female,No,1,94.65153846153846
CUST100548,8,81.29,620.32,One year,Fiber optic,Electronic check,Male,No,1,77.54
CUST100549,17,42.94,714.4,Two year,Fiber optic,Bank transfer,Male,No,1,42.023529411764706
CUST100550,8,43.91,378.3,Month-to-month,DSL,Electronic check,Male,No,1,47.2875
CUST100551,22,103.76,2300.44,Two year,Fiber optic,Credit card,Female,No,1,104.56545454545454
CUST100552,9,34.32,307.63,Month-to-month,Fiber optic,Mailed check,Male,No,1,34.18111111111111
CUST100553,9,119.28,1078.38,Month-to-month,DSL,Electronic check,Female,No,1,119.82000000000001
CUST100554,25,42.98,1068.62,Two year,DSL,Mailed check,Male,Yes,0,42.7448
CUST100555,6,89.15,562.03,Month-to-month,Fiber optic,Bank transfer,Male,No,0,93.67166666666667
CUST100556,1,60.14,56.13,One year,DSL,Electronic check,Female,No,0,56.13
CUST100557,0,88.1,4.64,Month-to-month,Fiber optic,Credit card,Female,No,0,4.64
CUST100558,16,53.68,881.8,Month-to-month,DSL,Electronic check,Female,No,0,55.1125
CUST100559,11,65.12,700.77,Two year,DSL,Electronic check,Male,No,0,63.70636363636363
CUST100560,14,71.23,1028.4,Month-to-month,Fiber optic,Electronic check,Female,Yes,1,73.45714285714287
CUST100561,2,39.93,49.25,One year,Fiber optic,Mailed check,Female,No,1,24.625
CUST100562,1,92.22,124.81,Month-to-month,No,Mailed check,Female,No,1,124.81
CUST100563,0,54.6,-7.45,One year,Fiber optic,Bank transfer,Female,No,1,-7.45
CUST100564,5,63.14,310.85,Month-to-month,DSL,Bank transfer,Female,No,0,62.17
CUST100565,10,40.17,363.9,Month-to-month,Fiber optic,Bank transfer,Male,No,0,36.39
CUST100566,5,10.0,40.9,Month-to-month,Fiber optic,Bank transfer,Female,No,1,8.18
CUST100567,6,64.27,364.82,Month-to-month,DSL,Electronic check,Male,No,1,60.803333333333335
CUST100568,28,142.38,3974.49,Two year,No,Mailed check,Female,No,0,141.94607142857143
CUST100569,5,93.54,464.95,Month-to-month,DSL,Mailed check,Female,No,1,92.99
CUST100570,8,69.42,574.52,Month-to-month,No,Mailed check,Male,No,1,71.815
CUST100571,18,62.11,1122.13,Month-to-month,No,Mailed check,Male,No,1,62.34055555555556
CUST100572,6,70.67,430.17,Month-to-month,Fiber optic,Bank transfer,Male,Yes,1,71.69500000000001
CUST100573,11,86.41,928.6,One year,No,Electronic check,Male,No,0,84.41818181818182
CUST100574,23,34.58,777.72,Two year,Fiber optic,Mailed check,Female,Yes,0,33.81391304347826
CUST100575,35,103.43,3656.02,Month-to-month,DSL,Credit card,Male,Yes,0,104.45771428571429
CUST100576,1,91.46,76.76,Two year,Fiber optic,Electronic check,Female,No,1,76.76
CUST100577,31,91.55,2871.17,Month-to-month,DSL,Credit card,Female,No,0,92.6183870967742
CUST100578,8,83.15,660.34,Month-to-month,Fiber optic,Electronic check,Female,No,1,82.5425
CUST100579,3,70.59,211.82,One year,Fiber optic,Electronic check,Male,No,1,70.60666666666667
CUST100580,7,90.19,652.74,Month-to-month,Fiber optic,Electronic check,Male,No,1,93.24857142857142
CUST100581,46,87.75,4061.94,One year,DSL,Credit card,Male,No,0,88.30304347826088
CUST100582,8,59.38,472.82,Two year,Fiber optic,Mailed check,Female,No,1,59.1025
CUST100583,4,52.79,203.4,Month-to-month,No,Mailed check,Male,Yes,1,50.85
CUST100584,12,73.06,875.6,Two year,DSL,Credit card,Male,No,0,72.96666666666667
CUST100585,3,116.47,356.17,One year,Fiber optic,Mailed check,Female,No,1,118.72333333333334
CUST100586,0,32.83,17.83,Month-to-month,DSL,Bank transfer,Male,No,1,17.83
CUST100587,1,25.97,26.05,One year,Fiber optic,Mailed check,Female,No,0,26.05
CUST100588,1,74.94,87.32,Month-to-month,DSL,Bank transfer,Male,No,0,87.32
CUST100589,1,71.53,104.3,Two year,Fiber optic,Bank transfer,Male,No,0,104.3
CUST100590,1,75.2,82.83,One year,DSL,Bank transfer,Male,No,1,82.83
CUST100591,12,77.32,934.07,Month-to-month,DSL,Credit card,Male,No,1,77.83916666666667
CUST100592,2,63.3,96.22,Month-to-month,No,Mailed check,Male,No,1,48.11
CUST100593,5,114.7,520.89,One year,DSL,Mailed check,Female,No,1,104.178
CUST100594,27,21.97,600.96,Month-to-month,Fiber optic,Credit card,Male,No,0,22.25777777777778
CUST100595,7,45.15,314.15,Month-to-month,DSL,Credit card,Male,No,1,44.878571428571426
CUST100596,13,66.9,859.4,Month-to-month,Fiber optic,Mailed check,Male,No,1,66.1076923076923
CUST100597,2,20.7,46.27,Month-to-month,Fiber optic,Credit card,Male,No,1,23.135
