customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,gender,SeniorCitizen,churn
CUST100345,11,117.96,1311.77,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100346,12,86.83,1050.55,One year,No,Electronic check,Male,Yes,0
CUST100347,0,61.14,7.59,Month-to-month,No,Mailed check,Female,No,1
CUST100348,5,90.91,443.43,One year,DSL,Credit card,Male,No,1
CUST100349,11,59.99,657.29,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100350,8,105.19,874.9,Month-to-month,Fiber optic,Bank transfer,Male,Yes,1
CUST100351,23,81.09,1846.22,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100352,12,66.78,833.66,Month-to-month,DSL,Electronic check,Female,No,1
CUST100353,2,83.43,160.42,Two year,Fiber optic,Electronic check,Male,No,1
CUST100354,0,22.87,26.51,One year,Fiber optic,Mailed check,Male,Yes,1
CUST100355,12,36.2,406.26,Month-to-month,DSL,Mailed check,Female,Yes,0
CUST100356,0,34.18,11.72,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100357,10,74.29,728.16,One year,DSL,Bank transfer,Male,No,0
CUST100358,33,121.98,3997.03,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100359,10,136.94,1373.77,Month-to-month,DSL,Credit card,Female,No,0
CUST100360,5,89.14,465.89,Month-to-month,DSL,Credit card,Male,No,1
CUST100361,12,85.03,1003.46,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100362,7,15.97,81.81,One year,DSL,Mailed check,Male,No,1
CUST100363,9,53.72,481.64,Two year,Fiber optic,Mailed check,Female,No,0
CUST100364,34,46.37,1574.83,Month-to-month,DSL,Electronic check,Female,No,1
CUST100365,5,51.37,267.82,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100366,38,64.96,2487.47,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100367,28,55.84,1562.33,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100368,2,10.62,58.35,Month-to-month,Fiber optic,Electronic check,Male,Yes,1
CUST100369,0,92.44,4.48,One year,DSL,Bank transfer,Male,No,1
CUST100370,1,37.82,30.89,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100371,0,77.18,-32.23,Month-to-month,DSL,Credit card,Male,No,1
CUST100372,1,132.22,126.97,Month-to-month,Fiber optic,Mailed check,Female,Yes,0
CUST100373,13,42.42,544.73,Month-to-month,DSL,Bank transfer,Male,No,0
CUST100374,0,10.0,19.21,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100375,4,61.42,254.93,One year,Fiber optic,Electronic check,Male,No,1
CUST100376,22,103.03,2243.07,Month-to-month,No,Bank transfer,Female,No,0
CUST100377,0,128.75,3.45,One year,Fiber optic,Electronic check,Male,No,0
CUST100378,20,33.11,675.63,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100379,3,84.9,285.26,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100380,1,56.04,73.79,Month-to-month,No,Bank transfer,Male,No,1
CUST100381,14,66.82,950.7,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100382,11,149.33,1643.83,Month-to-month,DSL,Bank transfer,Female,No,1
CUST100383,25,24.91,630.52,Month-to-month,No,Electronic check,Female,No,1
CUST100384,15,77.61,1189.14,One year,Fiber optic,Bank transfer,Female,No,1
CUST100385,19,84.03,1569.91,One year,No,Credit card,Female,No,0
CUST100386,3,102.57,300.72,Month-to-month,No,Bank transfer,Female,Yes,1
CUST100387,2,72.94,130.43,Month-to-month,DSL,Mailed check,Male,No,1
CUST100388,16,79.24,1275.42,Month-to-month,Fiber optic,Mailed check,Male,No,0
CUST100389,19,58.25,1131.35,Month-to-month,DSL,Credit card,Female,No,0
CUST100390,55,78.07,4281.91,Month-to-month,DSL,Bank transfer,Female,No,1
CUST100391,6,59.7,310.39,Two year,DSL,Mailed check,Female,No,1
CUST100392,5,88.65,435.01,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST100393,17,58.91,1019.74,Month-to-month,DSL,Mailed check,Male,No,0
CUST100394,5,81.31,417.3,Month-to-month,DSL,Electronic check,Female,No,1
CUST100395,32,69.12,2220.4,Month-to-month,Fiber optic,Electronic check,Female,No,0
CUST100396,23,103.78,2381.34,One year,DSL,Credit card,Female,No,1
CUST100397,6,68.46,385.18,Month-to-month,DSL,Credit card,Female,No,0
CUST100398,16,16.81,279.27,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100399,16,107.86,1709.07,One year,Fiber optic,Credit card,Male,No,1
CUST100400,1,42.83,86.51,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100401,27,50.39,1371.94,One year,DSL,Electronic check,Male,No,1
CUST100402,8,52.13,405.43,Month-to-month,No,Electronic check,Male,No,1
CUST100403,21,111.23,2323.6,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100404,4,10.0,38.14,One year,DSL,Bank transfer,Female,No,0
CUST100405,27,164.13,4426.72,Month-to-month,DSL,Electronic check,Male,No,1
CUST100406,5,101.68,530.74,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100407,0,76.7,3.73,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100408,28,68.35,1899.17,Month-to-month,DSL,Mailed check,Male,No,1
CUST100409,1,78.57,116.38,One year,DSL,Mailed check,Male,No,0
CUST100410,4,85.63,343.51,Two year,No,Mailed check,Female,No,1
CUST100411,35,89.36,3142.98,Two year,DSL,Mailed check,Male,No,0
CUST100412,36,86.67,3107.96,One year,Fiber optic,Electronic check,Male,Yes,0
CUST100413,10,72.69,734.16,Month-to-month,No,Bank transfer,Male,Yes,1
CUST100414,11,64.08,711.1,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100415,7,65.46,420.43,Month-to-month,DSL,Electronic check,Male,No,1
CUST100416,4,64.15,296.91,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100417,4,104.01,441.85,Month-to-month,DSL,Electronic check,Male,No,0
CUST100418,13,87.81,1133.59,Two year,Fiber optic,Credit card,Male,No,1
CUST100419,16,10.0,137.95,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100420,18,89.68,1621.19,Month-to-month,No,Bank transfer,Female,No,0
CUST100421,18,75.84,1366.85,Month-to-month,No,Bank transfer,Male,No,1
CUST100422,1,69.44,76.55,One year,No,Mailed check,Female,No,0
CUST100423,8,58.34,470.55,One year,No,Electronic check,Female,No,1
CUST100424,0,103.72,10.12,One year,Fiber optic,Electronic check,Female,No,1
CUST100425,9,98.43,914.82,Month-to-month,Fiber optic,Electronic check,Female,No,0
CUST100426,6,46.81,292.22,One year,Fiber optic,Credit card,Female,No,0
CUST100427,26,82.21,2116.47,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100428,5,40.85,231.5,Two year,No,Electronic check,Male,No,1
CUST100429,1,28.61,61.42,Month-to-month,DSL,Credit card,Male,No,0
CUST100430,1,51.2,114.24,Month-to-month,No,Electronic check,Female,No,1
CUST100431,17,95.87,1607.32,Month-to-month,No,Mailed check,Male,Yes,1
CUST100432,11,98.59,1089.35,One year,No,Bank transfer,Female,Yes,0
CUST100433,1,85.39,43.75,Month-to-month,No,Credit card,Male,No,1
CUST100434,1,91.75,102.81,Two year,DSL,Electronic check,Male,No,0
CUST100435,14,85.49,1185.9,Month-to-month,DSL,Bank transfer,Male,No,0
CUST100436,0,50.76,38.47,Month-to-month,DSL,Credit card,Female,No,0
CUST100437,20,82.96,1643.71,Month-to-month,DSL,Bank transfer,Male,Yes,0
CUST100438,14,94.01,1282.36,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100439,1,92.63,83.2,Month-to-month,No,Mailed check,Female,Yes,1
CUST100440,1,105.67,66.16,Month-to-month,No,Bank transfer,Female,No,1
CUST100441,51,91.25,4668.77,One year,Fiber optic,Credit card,Male,No,0
CUST100442,5,80.54,361.4,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100443,5,102.1,511.07,Two year,DSL,Credit card,Male,No,1
CUST100444,20,69.2,1342.44,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100445,35,43.54,1517.49,One year,Fiber optic,Electronic check,Female,No,0
CUST100446,51,65.11,3353.48,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100447,16,47.65,769.61,Month-to-month,DSL,Electronic check,Male,No,1
CUST100448,5,49.74,231.43,Month-to-month,DSL,Mailed check,Female,No,1
CUST100449,1,65.66,65.04,Month-to-month,DSL,Credit card,Male,No,0
CUST100450,18,46.23,832.5,Two year,Fiber optic,Mailed check,Female,No,0
CUST100451,9,60.76,556.29,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST100452,6,13.19,51.8,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100453,28,76.4,2151.05,Two year,Fiber optic,Electronic check,Female,Yes,0
CUST100454,1,70.04,15.95,Month-to-month,No,Mailed check,Female,No,1
CUST100455,8,45.49,351.32,One year,DSL,Credit card,Male,No,0
CUST100456,0,89.78,-9.77,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100457,7,98.13,699.58,One year,Fiber optic,Bank transfer,Male,No,1
CUST100458,0,21.77,0.45,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100459,1,47.12,19.01,Month-to-month,No,Bank transfer,Male,Yes,1
CUST100460,1,46.93,27.23,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100461,12,41.8,505.57,Two year,Fiber optic,Bank transfer,Female,No,0
CUST100462,16,94.88,1516.5,Month-to-month,DSL,Electronic check,Female,No,1
CUST100463,10,64.19,630.32,Month-to-month,Fiber optic,Electronic check,Female,No,0
CUST100464,39,62.06,2410.72,One year,DSL,Bank transfer,Male,No,0
CUST100465,5,10.0,63.92,Two year,DSL,Bank transfer,Male,No,0
CUST100466,4,89.06,345.89,One year,Fiber optic,Bank transfer,Female,No,0
CUST100467,24,32.82,785.92,Two year,Fiber optic,Credit card,Male,No,0
CUST100468,3,71.8,258.8,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100469,39,78.32,3026.01,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST100470,0,110.82,-37.04,One year,Fiber optic,Mailed check,Male,Yes,0
CUST100471,42,30.74,1306.75,One year,DSL,Mailed check,Female,No,1
CUST100472,0,10.0,-13.57,Month-to-month,Fiber optic,Mailed check,Male,No,0
CUST100473,26,75.52,1957.16,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100474,9,124.02,1100.56,One year,Fiber optic,Bank transfer,Male,No,1
CUST100475,59,107.17,6317.83,Month-to-month,Fiber optic,Mailed check,Male,No,0
CUST100476,0,76.29,31.97,Month-to-month,DSL,Credit card,Female,No,0
CUST100477,9,55.25,513.29,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100478,41,94.21,3879.85,Month-to-month,No,Mailed check,Female,No,0
CUST100479,8,40.79,298.0,One year,Fiber optic,Electronic check,Female,No,0
CUST100480,11,84.29,904.17,Month-to-month,DSL,Credit card,Male,No,1
CUST100481,14,85.16,1135.46,One year,Fiber optic,Credit card,Female,No,1
CUST100482,7,101.81,696.48,Month-to-month,No,Mailed check,Female,No,0
CUST100483,11,152.79,1699.82,Month-to-month,DSL,Mailed check,Female,No,0
CUST100484,10,81.77,828.04,One year,No,Bank transfer,Female,No,0
CUST100485,27,54.73,1473.28,Month-to-month,No,Credit card,Female,Yes,1
CUST100486,0,69.23,-0.45,Month-to-month,DSL,Mailed check,Male,No,1
CUST100487,3,16.93,37.01,Month-to-month,No,Mailed check,Female,No,0
CUST100488,36,49.16,1773.86,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100489,26,57.72,1516.04,Month-to-month,No,Credit card,Female,No,0
CUST100490,7,54.28,347.64,One year,Fiber optic,Mailed check,Male,No,0
CUST100491,11,74.57,826.26,One year,Fiber optic,Bank transfer,Male,No,0
CUST100492,3,45.33,154.64,One year,Fiber optic,Mailed check,Male,No,1
CUST100493,2,103.63,198.96,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100494,7,70.01,504.08,Month-to-month,DSL,Electronic check,Female,No,0
CUST100495,5,69.72,404.89,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100496,10,60.16,599.51,Month-to-month,DSL,Credit card,Male,No,1
CUST100497,0,74.66,7.87,Month-to-month,DSL,Electronic check,Female,No,1
CUST100498,43,94.75,4059.49,Month-to-month,DSL,Bank transfer,Female,Yes,1
CUST100499,51,43.99,2247.12,Two year,Fiber optic,Mailed check,Female,No,0
CUST100500,14,50.26,712.85,Month-to-month,DSL,Bank transfer,Male,No,0
CUST100501,9,60.89,551.91,Month-to-month,DSL,Electronic check,Female,No,0
CUST100502,4,29.62,98.09,One year,DSL,Credit card,Female,No,0
CUST100503,20,45.42,912.53,Month-to-month,DSL,Bank transfer,Male,No,0
CUST100504,13,55.71,753.47,One year,Fiber optic,Electronic check,Male,No,1
CUST100505,2,96.23,201.43,One year,No,Electronic check,Male,Yes,0
CUST100506,29,77.88,2277.76,Two year,DSL,Electronic check,Female,No,0
CUST100507,20,75.81,1511.46,Month-to-month,No,Bank transfer,Male,No,0
CUST100508,35,95.53,3358.55,One year,Fiber optic,Electronic check,Male,No,0
CUST100509,15,65.88,993.79,Month-to-month,Fiber optic,Mailed check,Female,No,0
CUST100510,11,81.71,879.79,One year,Fiber optic,Electronic check,Female,No,0
CUST100511,6,66.9,407.77,Month-to-month,No,Mailed check,Male,No,0
CUST100512,32,77.96,2474.89,Month-to-month,DSL,Credit card,Female,No,1
CUST100513,24,52.52,1247.82,Month-to-month,Fiber optic,Mailed check,Male,No,0
CUST100514,0,10.0,3.79,Month-to-month,Fiber optic,Credit card,Female,Yes,1
CUST100515,0,65.97,5.94,One year,Fiber optic,Credit card,Female,No,1
CUST100516,5,112.68,539.62,One year,No,Mailed check,Male,Yes,1
CUST100517,19,97.79,1879.09,One year,DSL,Credit card,Male,No,0
CUST100518,52,98.96,5157.36,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100519,1,107.08,92.99,One year,Fiber optic,Bank transfer,Female,No,1
CUST100520,10,72.66,695.85,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100521,5,75.92,376.7,Two year,DSL,Mailed check,Female,No,0
CUST100522,42,51.47,2152.82,Two year,Fiber optic,Credit card,Female,No,0
CUST100523,22,60.52,1333.7,Month-to-month,No,Electronic check,Male,No,1
CUST100524,21,88.47,1850.61,One year,Fiber optic,Mailed check,Female,No,1
CUST100525,7,106.12,702.69,Month-to-month,No,Electronic check,Female,No,1
CUST100526,6,65.82,387.15,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100527,3,56.49,163.36,Month-to-month,DSL,Credit card,Female,Yes,1
CUST100528,0,70.02,12.67,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100529,24,88.04,2099.0,One year,DSL,Mailed check,Male,No,0
CUST100530,20,26.68,567.17,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100531,98,10.0,941.77,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100532,68,53.48,3662.86,Month-to-month,Fiber optic,Credit card,Female,No,0
CUST100533,9,33.38,295.93,One year,Fiber optic,Credit card,Female,No,1
CUST100534,17,54.76,948.11,Two year,DSL,Bank transfer,Female,No,1
CUST100535,34,65.57,2230.98,One year,DSL,Electronic check,Male,No,0
CUST100536,22,56.4,1263.59,One year,DSL,Credit card,Female,No,1
CUST100537,3,113.57,332.96,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100538,7,79.8,536.63,Month-to-month,DSL,Mailed check,Female,No,1
CUST100539,1,79.01,107.42,Month-to-month,DSL,Bank transfer,Female,No,1
CUST100540,36,88.67,3189.85,Month-to-month,No,Credit card,Male,No,1
CUST100541,11,35.84,398.67,One year,No,Electronic check,Female,Yes,1
CUST100542,3,101.17,328.21,Month-to-month,DSL,Mailed check,Male,No,1
CUST100543,13,67.73,859.85,One year,Fiber optic,Bank transfer,Male,No,0
CUST100544,11,90.11,1003.12,Month-to-month,Fiber optic,Electronic check,Male,Yes,1
CUST100545,5,37.84,177.4,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100546,1,23.39,20.75,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100547,13,94.54,1230.47,One year,DSL,Bank transfer,Female,No,1
CUST100548,8,81.29,620.32,One year,Fiber optic,Electronic check,Male,No,1
CUST100549,17,42.94,714.4,Two year,Fiber optic,Bank transfer,Male,No,1
CUST100550,8,43.91,378.3,Month-to-month,DSL,Electronic check,Male,No,1
CUST100551,22,103.76,2300.44,Two year,Fiber optic,Credit card,Female,No,1
CUST100552,9,34.32,307.63,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100553,9,119.28,1078.38,Month-to-month,DSL,Electronic check,Female,No,1
CUST100554,25,42.98,1068.62,Two year,DSL,Mailed check,Male,Yes,0
CUST100555,6,89.15,562.03,Month-to-month,Fiber optic,Bank transfer,Male,No,0
CUST100556,1,60.14,56.13,One year,DSL,Electronic check,Female,No,0
CUST100557,0,88.1,4.64,Month-to-month,Fiber optic,Credit card,Female,No,0
CUST100558,16,53.68,881.8,Month-to-month,DSL,Electronic check,Female,No,0
CUST100559,11,65.12,700.77,Two year,DSL,Electronic check,Male,No,0
CUST100560,14,71.23,1028.4,Month-to-month,Fiber optic,Electronic check,Female,Yes,1
CUST100561,2,39.93,49.25,One year,Fiber optic,Mailed check,Female,No,1
CUST100562,1,92.22,124.81,Month-to-month,No,Mailed check,Female,No,1
CUST100563,0,54.6,-7.45,One year,Fiber optic,Bank transfer,Female,No,1
CUST100564,5,63.14,310.85,Month-to-month,DSL,Bank transfer,Female,No,0
CUST100565,10,40.17,363.9,Month-to-month,Fiber optic,Bank transfer,Male,No,0
CUST100566,5,10.0,40.9,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100567,6,64.27,364.82,Month-to-month,DSL,Electronic check,Male,No,1
CUST100568,28,142.38,3974.49,Two year,No,Mailed check,Female,No,0
CUST100569,5,93.54,464.95,Month-to-month,DSL,Mailed check,Female,No,1
CUST100570,8,69.42,574.52,Month-to-month,No,Mailed check,Male,No,1
CUST100571,18,62.11,1122.13,Month-to-month,No,Mailed check,Male,No,1
CUST100572,6,70.67,430.17,Month-to-month,Fiber optic,Bank transfer,Male,Yes,1
CUST100573,11,86.41,928.6,One year,No,Electronic check,Male,No,0
CUST100574,23,34.58,777.72,Two year,Fiber optic,Mailed check,Female,Yes,0
CUST100575,35,103.43,3656.02,Month-to-month,DSL,Credit card,Male,Yes,0
CUST100576,1,91.46,76.76,Two year,Fiber optic,Electronic check,Female,No,1
CUST100577,31,91.55,2871.17,Month-to-month,DSL,Credit card,Female,No,0
CUST100578,8,83.15,660.34,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100579,3,70.59,211.82,One year,Fiber optic,Electronic check,Male,No,1
CUST100580,7,90.19,652.74,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100581,46,87.75,4061.94,One year,DSL,Credit card,Male,No,0
CUST100582,8,59.38,472.82,Two year,Fiber optic,Mailed check,Female,No,1
CUST100583,4,52.79,203.4,Month-to-month,No,Mailed check,Male,Yes,1
CUST100584,12,73.06,875.6,Two year,DSL,Credit card,Male,No,0
CUST100585,3,116.47,356.17,One year,Fiber optic,Mailed check,Female,No,1
CUST100586,0,32.83,17.83,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100587,1,25.97,26.05,One year,Fiber optic,Mailed check,Female,No,0
CUST100588,1,74.94,87.32,Month-to-month,DSL,Bank transfer,Male,No,0
CUST100589,1,71.53,104.3,Two year,Fiber optic,Bank transfer,Male,No,0
CUST100590,1,75.2,82.83,One year,DSL,Bank transfer,Male,No,1
CUST100591,12,77.32,934.07,Month-to-month,DSL,Credit card,Male,No,1
CUST100592,2,63.3,96.22,Month-to-month,No,Mailed check,Male,No,1
CUST100593,5,114.7,520.89,One year,DSL,Mailed check,Female,No,1
CUST100594,27,21.97,600.96,Month-to-month,Fiber optic,Credit card,Male,No,0
CUST100595,7,45.15,314.15,Month-to-month,DSL,Credit card,Male,No,1
CUST100596,13,66.9,859.4,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100597,2,20.7,46.27,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100598,2,64.72,128.23,Month-to-month,DSL,Credit card,Male,No,0
CUST100599,0,119.84,22.56,Month-to-month,DSL,Bank transfer,Male,No,1
CUST100600,2,70.63,142.98,Month-to-month,Fiber optic,Credit card,Male,No,0
CUST100601,3,76.92,215.82,One year,Fiber optic,Bank transfer,Female,No,0
CUST100602,2,32.2,84.2,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100603,1,51.51,47.17,Month-to-month,Fiber optic,Bank transfer,Male,No,1
CUST100604,1,58.74,69.27,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST100605,7,60.47,413.74,Month-to-month,DSL,Credit card,Male,No,1
CUST100606,2,108.45,203.9,Month-to-month,DSL,Mailed check,Female,No,1
CUST100607,5,86.73,435.33,Month-to-month,DSL,Electronic check,Male,No,1
CUST100608,8,36.66,293.54,Month-to-month,DSL,Electronic check,Male,Yes,1
CUST100609,14,77.4,1093.2,One year,DSL,Electronic check,Female,No,0
CUST100610,0,84.95,-5.37,One year,Fiber optic,Mailed check,Male,No,1
CUST100611,19,104.2,1943.07,One year,Fiber optic,Electronic check,Female,No,1
CUST100612,11,117.42,1282.96,One year,No,Electronic check,Male,No,0
CUST100613,1,39.55,55.43,One year,DSL,Mailed check,Male,No,0
CUST100614,24,45.67,1090.13,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100615,30,32.27,963.17,One year,No,Credit card,Male,Yes,0
CUST100616,0,62.98,19.73,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100617,3,83.99,237.73,One year,DSL,Bank transfer,Male,No,1
CUST100618,19,99.62,1861.92,One year,DSL,Bank transfer,Female,No,0
CUST100619,16,67.72,1080.31,Month-to-month,DSL,Bank transfer,Female,No,1
CUST100620,2,60.4,111.12,Month-to-month,DSL,Credit card,Male,No,1
CUST100621,2,74.55,129.78,Month-to-month,Fiber optic,Credit card,Male,No,1
CUST100622,5,44.95,221.24,One year,DSL,Credit card,Female,No,1
CUST100623,7,132.69,938.66,One year,DSL,Bank transfer,Female,No,1
CUST100624,11,21.77,239.28,Two year,Fiber optic,Bank transfer,Male,No,1
CUST100625,5,75.54,383.84,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100626,7,130.71,951.24,One year,Fiber optic,Bank transfer,Female,No,1
CUST100627,16,70.2,1116.34,Month-to-month,Fiber optic,Bank transfer,Female,Yes,0
CUST100628,0,64.3,5.57,Two year,Fiber optic,Bank transfer,Male,Yes,1
CUST100629,3,59.28,167.66,Month-to-month,DSL,Credit card,Female,No,0
CUST100630,14,64.59,887.33,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100631,27,111.19,2990.43,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100632,8,10.0,70.42,One year,No,Bank transfer,Female,No,0
CUST100633,9,116.0,1051.19,Two year,DSL,Mailed check,Male,No,0
CUST100634,1,27.28,74.26,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100635,7,62.0,419.68,Month-to-month,DSL,Credit card,Female,No,0
CUST100636,9,57.12,505.75,Two year,Fiber optic,Bank transfer,Female,No,0
CUST100637,3,87.66,261.72,Month-to-month,DSL,Bank transfer,Female,No,1
CUST100638,3,22.06,74.1,One year,DSL,Mailed check,Male,No,0
CUST100639,5,83.87,424.62,Month-to-month,No,Bank transfer,Male,No,0
CUST100640,0,130.73,25.68,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST100641,4,29.1,67.87,One year,Fiber optic,Bank transfer,Female,No,0
CUST100642,2,75.69,103.64,One year,DSL,Bank transfer,Male,No,1
CUST100643,4,50.14,190.64,Month-to-month,DSL,Mailed check,Female,No,1
CUST100644,1,82.78,104.73,Month-to-month,Fiber optic,Electronic check,Female,No,1
CUST100645,26,70.57,1803.51,One year,No,Mailed check,Male,No,0
CUST100646,10,50.76,447.45,Month-to-month,No,Credit card,Male,No,1
CUST100647,13,84.64,1111.74,Two year,Fiber optic,Electronic check,Male,Yes,0
CUST100648,18,124.13,2239.21,Month-to-month,Fiber optic,Electronic check,Male,No,1
CUST100649,8,64.27,492.36,Month-to-month,No,Electronic check,Male,No,1
CUST100650,1,91.59,71.88,Two year,Fiber optic,Mailed check,Female,No,1
CUST100651,9,31.2,261.41,One year,Fiber optic,Credit card,Male,Yes,1
CUST100652,10,41.31,415.31,Month-to-month,DSL,Mailed check,Male,No,0
CUST100653,16,84.17,1334.19,One year,Fiber optic,Credit card,Male,No,1
CUST100654,6,114.52,697.0,Month-to-month,Fiber optic,Mailed check,Male,No,1
CUST100655,1,80.67,23.58,Month-to-month,No,Mailed check,Male,No,1
CUST100656,4,60.61,225.3,Two year,Fiber optic,Mailed check,Male,No,1
CUST100657,5,69.98,327.38,One year,DSL,Electronic check,Female,No,0
CUST100658,12,32.49,384.75,One year,Fiber optic,Mailed check,Male,No,1
CUST100659,10,88.14,870.64,Month-to-month,No,Credit card,Female,No,0
CUST100660,5,96.47,498.31,Month-to-month,DSL,Credit card,Female,No,0
CUST100661,51,56.44,2841.25,Month-to-month,DSL,Credit card,Male,Yes,0
CUST100662,11,55.9,615.81,Month-to-month,DSL,Electronic check,Male,No,1
CUST100663,3,77.98,245.11,One year,Fiber optic,Mailed check,Female,No,1
CUST100664,1,56.9,94.03,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100665,1,68.02,58.38,One year,Fiber optic,Bank transfer,Female,No,0
CUST100666,3,132.99,405.46,Month-to-month,DSL,Electronic check,Male,No,1
CUST100667,2,62.59,89.1,Month-to-month,No,Credit card,Female,No,1
CUST100668,2,59.25,70.66,Month-to-month,DSL,Credit card,Male,No,1
CUST100669,4,50.57,219.18,Month-to-month,DSL,Mailed check,Male,No,1
CUST100670,2,92.33,184.55,Month-to-month,Fiber optic,Credit card,Female,No,1
CUST100671,27,64.56,1766.69,Two year,Fiber optic,Mailed check,Male,No,1
CUST100672,1,50.52,23.05,Month-to-month,DSL,Mailed check,Male,No,1
CUST100673,8,109.64,887.52,Two year,DSL,Bank transfer,Female,No,0
CUST100674,6,112.59,712.92,Month-to-month,DSL,Electronic check,Female,No,1
CUST100675,48,51.99,2503.91,Two year,Fiber optic,Mailed check,Male,Yes,1
CUST100676,1,14.0,19.53,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100677,6,100.23,601.55,Two year,Fiber optic,Mailed check,Male,No,1
CUST100678,41,49.46,1996.44,Month-to-month,Fiber optic,Bank transfer,Female,No,0
CUST100679,24,93.72,2276.39,One year,Fiber optic,Mailed check,Female,No,1
CUST100680,20,10.9,205.78,Two year,DSL,Electronic check,Female,No,1
CUST100681,3,96.78,300.43,Month-to-month,No,Electronic check,Female,No,1
CUST100682,2,33.66,36.06,Month-to-month,No,Credit card,Male,No,1
CUST100683,13,91.92,1171.37,Month-to-month,DSL,Electronic check,Female,No,1
CUST100684,31,70.43,2212.03,Two year,DSL,Credit card,Male,No,1
CUST100685,9,41.38,365.47,Month-to-month,DSL,Electronic check,Male,No,1
CUST100686,10,57.79,606.97,Month-to-month,DSL,Credit card,Female,No,1
CUST100687,3,90.59,270.21,Month-to-month,Fiber optic,Mailed check,Female,No,1
CUST100688,17,73.18,1207.22,Month-to-month,Fiber optic,Bank transfer,Female,No,1
CUST100689,2,87.53,192.9,One year,Fiber optic,Bank transfer,Female,No,1
CUST100690,4,129.29,505.36,Month-to-month,Fiber optic,Bank transfer,Female,No,1
